mergeName,partyKey,canonicalName,name,abbrev,aka,sector,year,congress,votes,percentage,seats,nomineeNames,reps,representatives_status,status,notes,source_url,note_type,status_flag,ui_red_flag,verification_note,membership_notes,reps_source
Una ang Pamilya,una-ang-pamilya,Una ang Pamilya,Una ang Pamilya,,,,2010,15th Congress,218181,0.73,1,Reena Concepcion Obillo,Reena Concepcion Obillo,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2010_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
Alliance of Volunteer Educators,alliance-of-volunteer-educators,Alliance of Volunteer Educators,Alliance of Volunteer Educators,,,,2010,15th Congress,216100,0.72,1,Eulogio Magsaysay,Eulogio Magsaysay,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2010_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
Aangat Tayo,aangat-tayo,Aangat Tayo,Aangat Tayo,,,,2010,15th Congress,177503,0.59,1,Daryl Grace Abayon,Daryl Grace Abayon,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2010_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
Adhikaing Tinataguyod ng Kooperatiba,adhikaing-tinataguyod-ng-kooperatiba,Adhikaing Tinataguyod ng Kooperatiba,Adhikaing Tinataguyod ng Kooperatiba,,,,2010,15th Congress,175636,0.58,1,Isidro Lico,Isidro Lico,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2010_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
Kasosyo Producer-Consumer Exchange Association,kasosyo-producer-consumer-exchange-association,Kasosyo Producer-Consumer Exchange Association,Kasosyo Producer-Consumer Exchange Association,,,,2010,15th Congress,171589,0.57,1,Solaiman Pangandaman; Nasser Pangandaman,Solaiman Pangandaman; Nasser Pangandaman,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,"Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster. | Solaiman Pangandaman resigned on July 13, 2011; Nasser Pangandaman took office on July 25, 2011.",https://en.wikipedia.org/wiki/Template:2010_Philippine_House_party-list_election_results,membership_change,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,"Solaiman Pangandaman resigned on July 13, 2011; Nasser Pangandaman took office on July 25, 2011.",Congress membership list / party page cross-check
Association of Laborers and Employees,association-of-laborers-and-employees,Association of Laborers and Employees,Association of Laborers and Employees,,,Labor / Workers / OFW,2010,15th Congress,170543,0.57,1,Catalina Bagasina,Catalina Bagasina,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2010_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
Alay Buhay Community Development Foundation,alay-buhay-community-development-foundation,Alay Buhay Community Development Foundation,Alay Buhay Community Development Foundation,,,,2010,15th Congress,164044,0.55,1,Wes Gatchalian,Wes Gatchalian,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2010_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
Buhay Hayaan Yumabong,buhay-hayaan-yumabong,Buhay Hayaan Yumabong,Buhay Hayaan Yumabong,,Buhay; Buhay Party-List; Buhay Partylist; Buhay Hayaan Yumabong,,2013,16th Congress,1270608,4.59,3,Mike Velarde Jr.; Lito Atienza; Irwin Tieng,Mike Velarde Jr.; Lito Atienza; Irwin Tieng,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2013_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
A Teacher Partylist,a-teacher-partylist,A Teacher Partylist,A Teacher Partylist,,A TEACHER; Advocacy for Teacher Empowerment Through Action Cooperation and Harmony Towards Educational Reforms,Education,2013,16th Congress,1042863,3.77,2,Mariano Piamonte Jr.; Julieta Cortuna,Mariano Piamonte Jr.; Julieta Cortuna,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2013_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
Bayan Muna,bayan-muna,Bayan Muna,Bayan Muna,,,,2013,16th Congress,954724,3.45,2,Neri Colmenares; Carlos Isagani Zarate,Neri Colmenares; Carlos Isagani Zarate,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2013_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
1st Consumers Alliance for Rural Energy,1st-consumers-alliance-for-rural-energy,1st Consumers Alliance for Rural Energy,1st Consumers Alliance for Rural Energy,,1-CARE; 1CARE; First Consumers Alliance for Rural Energy,Energy / Cooperatives,2013,16th Congress,934915,3.38,2,Edgardo Masongsong; Michael Angelo Rivera,Edgardo Masongsong; Michael Angelo Rivera,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2013_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
Akbayan,akbayan,Akbayan,Akbayan,,Akbayan Citizens Action Party; Akbayan Citizens' Action Party; Akbayan Party-list; Akbayan Partylist,,2013,16th Congress,829149,2.99,2,Walden Bello; Barry Gutierrez; Angelina Katoh,Walden Bello; Barry Gutierrez; Angelina Katoh,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,"Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster. | Walden Bello resigned on March 19, 2015; Angelina Katoh took office on May 13, 2015.",https://en.wikipedia.org/wiki/Template:2013_Philippine_House_party-list_election_results,membership_change,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,"Walden Bello resigned on March 19, 2015; Angelina Katoh took office on May 13, 2015.",Congress membership list / party page cross-check
